"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2010","Total","Male","Pembroke Pines (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","71515","2,3"
"United States of America","2010","Total","Male","Peoria (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","73916","2,3"
"United States of America","2010","Total","Male","Peoria (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54763","2,3"
"United States of America","2010","Total","Male","Philadelphia (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","719813","2,3"
"United States of America","2010","Total","Male","Phoenix (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","725020","2,3"
"United States of America","2010","Total","Male","Pittsburgh (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","148101","2,3"
"United States of America","2010","Total","Male","Plano (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","127078","2,3"
"United States of America","2010","Total","Male","Pomona (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","74543","2,3"
"United States of America","2010","Total","Male","Port St. Lucie (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","80003","2,3"
"United States of America","2010","Total","Male","Portland (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","289211","2,3"
"United States of America","2010","Total","Male","Providence (RI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","85802","2,3"
"United States of America","2010","Total","Male","Provo (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55737","2,3"
"United States of America","2010","Total","Male","Pueblo (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52050","2,3"
"United States of America","2010","Total","Male","Raleigh (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","195143","2,3"
"United States of America","2010","Total","Male","Rancho Cucamonga (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","81615","2,3"
"United States of America","2010","Total","Male","Reno (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","114494","2,3"
"United States of America","2010","Total","Male","Richmond (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","50476","2,3"
"United States of America","2010","Total","Male","Richmond (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","97331","2,3"
"United States of America","2010","Total","Male","Riverside (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","150112","2,3"
"United States of America","2010","Total","Male","Rochester (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51700","2,3"
"United States of America","2010","Total","Male","Rochester (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","101707","2,3"
"United States of America","2010","Total","Male","Rockford (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","73867","2,3"
"United States of America","2010","Total","Male","Roseville (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56894","2,3"
"United States of America","2010","Total","Male","Sacramento (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","227101","2,3"
"United States of America","2010","Total","Male","Salem (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","77115","2,3"
"United States of America","2010","Total","Male","Salinas (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","76007","2,3"
"United States of America","2010","Total","Male","Salt Lake City (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","95627","2,3"
"United States of America","2010","Total","Male","San Antonio (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","647690","2,3"
"United States of America","2010","Total","Male","San Bernardino (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103491","2,3"
"United States of America","2010","Total","Male","San Buenaventura (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52592","2,3"
"United States of America","2010","Total","Male","San Diego (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","660626","2,3"
"United States of America","2010","Total","Male","San Francisco (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","408462","2,3"
"United States of America","2010","Total","Male","San Jose (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","475668","2,3"
"United States of America","2010","Total","Male","Santa Ana (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","165752","2,3"
"United States of America","2010","Total","Male","Santa Clara (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","58810","2,3"
"United States of America","2010","Total","Male","Santa Clarita (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","86884","2,3"
"United States of America","2010","Total","Male","Santa Rosa (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","81846","2,3"
"United States of America","2010","Total","Male","Savannah (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","65301","2,3"
"United States of America","2010","Total","Male","Scottsdale (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","104930","2,3"
"United States of America","2010","Total","Male","Seattle (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","304030","2,3"
"United States of America","2010","Total","Male","Shreveport (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","93354","2,3"
"United States of America","2010","Total","Male","Simi Valley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","61043","2,3"
"United States of America","2010","Total","Male","Sioux Falls (SD)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","76268","2,3"
